RECORD_ID,BUSINESS_NAME,ADDRESS_LINE,ZIP,RECORD_OPEN_DATE,BUSINESS_SUB_INDUSTRY,SPECIFIC_USE,TTL_EMPLOYEE_COUNT,TTL_LEASED_PARKING,TTL_PROVIDED_PARKING,TTL_SQUARE_FOOTAGE
16BRC-01667,magnussen's toyota of palo alto,690 San Antonio RD,94306,"3/31/2016""  ""12\:00\:00 AM",Auto Related,Vehicle Sales,26-100,0,100,46000
16BRC-00679,MAHAVIR CORP DBA THE UPS STORE,"555 Bryant ST, SUITE",94301,"3/8/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,2,0,1600
16BRC-01663,Mahin & Co,350 S California AV,94306,"3/31/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,2,1400
16BRC-01759,"Major, Lindsey & Africa, LLC","3000 El Camino Real, SUITE 110",94306,"4/7/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,2445
16BRC-01767,"Manatt, Phelps & Phillips, LLP","1841 Page Mill RD, SUITE 200",94304,"4/8/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,0,6,19350
16BRC-01542,Mandarin Roots,3345 El Camino Real,94306,"3/30/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,0,12,2500
16BRC-02005,Mangosteen's Nails and Spa,"156 Hamilton AV, SUITE A",94301,"6/7/2016""  ""12\:00\:00 AM",Services,Personal Services,0-25,0,1,937
16BRC-01568,Manresa Capital,"525 University AV, SUITE 1325",94301,"3/31/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,2,1,1250
16BRC-00723,MansoorGore Inc,"530 Ramona ST, SUITE",94301,"3/9/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,500
16BRC-01408,"MAP Royalty, Inc.","3000 El Camino Real, SUITE 5 Palo Alt",94306,"3/29/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,0,95,19663
16BRC-00158,MARCUS & MILLICHAP CO,"777 S California AV, SUITE",94304,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,101-500,0,7,22443
16BRC-02122,margaret elizabeth inc,"855 El Camino Real, SUITE 16",94301,"9/8/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,2,2,898
16BRC-00677,"Margaret O'Leary, Inc","855 El Camino Real, SUITE 43",94301,"3/8/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,1207
16BRC-00724,Marimekko North America Retail LLC,"180 El Camino Real, SUITE",94304,"3/9/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,2406
16BRC-00748,"Mark Mongird Construction, Inc","744 San Antonio RD, SUITE B",94303,"3/9/2016""  ""12\:00\:00 AM",Services,Skilled Trades and Contractors,0-25,0,1,210
16BRC-00342,"Marlyna Stewart, LCSW","518 Byron ST, SUITE",94301,"3/2/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,2,240
16BRC-01019,"Marsec, Inc",470 Ramona ST,94301,"3/21/2016""  ""12\:00\:00 AM",Communications,Communications Facilities,0-25,0,0,1500
16BRC-01197,"Mary Ann Tyson, PhD (formerly Tyson associates)","550 Hamilton AV, SUITE 306",94301,"3/24/2016""  ""12\:00\:00 AM",Office,Consultants,0-25,0,0,145
16BRC-01238,"Mary Jane Otte, Ph.D.","550 Hamilton AV, SUITE #240",94301,"3/24/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,2,500
16BRC-00631,"Mary M. Rodocker, PhD","555 Middlefield RD, SUITE 215",94301,"3/7/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,1,122
16BRC-01665,Massage by Igor Volfovskiy,"200 S California AV, SUITE 190",94306,"3/31/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,0,120
16BRC-00439,Massage Envy Spa,"4335 El Camino Real, SUITE",94306,"3/3/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,8,2400
16BRC-01256,"Mathews-Carlsen Body Works, Inc.",2480 Faber PL,94303,"3/25/2016""  ""12\:00\:00 AM",Auto Related,"Service, Repair & Parts",0-25,0,60,10000
16BRC-01558,"Matrix Partners Management Services, L.P.","260 Homer AV, SUITE Suite 201",94301,"3/31/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,17,6307
16BRC-02157,Maura Dell Occupational Therapy,"555 Stanford AV, APT A",94306,"10/13/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,0,800
16BRC-01237,Maureen Borschel LMFT,"555 Middlefield RD, SUITE #102",94301,"3/24/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,1,100
16BRC-01502,"Maureen Smith Ruffell, M.D.","550 Hamilton AV, SUITE 302",94301,"3/30/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,1,344
16BRC-01320,Maximart Pharmacy,240 Cambridge AV,94306,"3/28/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,6,800
16BRC-00781,Max's Opera Cafe,"711 Stanford Shopping CTR, SUITE",94304,"3/10/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,26-100,0,0,4800
16BRC-01450,Mayer Brown LLP,"3000 El Camino Real, SUITE 300",94306,"3/30/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",26-100,0,57,19490
16BRC-01896,"Mayfield Advisors, Inc.","550 S California AV, SUITE 100",94306,"5/4/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,7,1952
16BRC-01114,Mayfield House LLC dba Mayfield Bakery & Cafe,"855 El Camino Real, SUITE 110",94301,"3/24/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,101-500,0,0,6000
16BRC-00271,Mayfield Management Company,"2275 E Bayshore RD, SUITE 130",94303,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1614
16BRC-01000,"MayView Community Health Center, Inc.",270 Grant AV,94306,"3/18/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,0,6500
16BRC-01341,MCKENNA FAMILY DENTISTRY,"1691 El Camino Real, SUITE Suite 300",94306,"3/28/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,6,1552
16BRC-00274,McKinsey & Company,"3075 Hansen WY, SUITE A",94304,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,101-500,0,80,39000
16BRC-01975,McKinsey & Company,3076 Hansen WY,94304,"5/23/2016""  ""12\:00\:00 AM",Office,Consultants,101-500,0,100,38000
16BRC-00505,"McNellis Partners, LLC","419 Waverley ST, SUITE",94301,"3/4/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,3,1000
16BRC-00356,McRoskey Mattress Company,"220 Hamilton AV, SUITE",94301,"3/3/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,2200
16BRC-00863,"MDeC Americas, Inc","530 Lytton AV, SUITE 300",94301,"3/15/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,6,3231
16BRC-01225,Med Wraps,433 S California AV,94306,"3/24/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,1,1,1100
16BRC-00584,"Medable, Inc.","525 University AV, SUITE A70",94301,"3/7/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,3,2500
16BRC-01349,"Medallia, Inc.","395 Page Mill RD, SUITE 100",94306,"3/28/2016""  ""12\:00\:00 AM",Office,Professional and General Business,501-1000,0,0,92910
16BRC-00971,Medical Plaza Pharmacy,"211 Quarry RD, SUITE 108",94304,"3/17/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,6,1260
16BRC-01772,"MEISSNER AUTOMOTIVE, INC.",811 E Charleston RD,94303,"4/11/2016""  ""12\:00\:00 AM",Auto Related,"Service, Repair & Parts",0-25,0,20,2800
16BRC-00808,Melchor Corporation,"635 Emerson ST, SUITE",94301,"3/11/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,2,2400
16BRC-01244,Menlo Equities LLC,"490 S California AV, SUITE 4th Floor",94306,"3/25/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,12,5,3992
16BRC-00285,MentAd Inc.,"599 College AV, SUITE",94306,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,3,941
16BRC-00476,Mental Research Institute (MRI),"555 Middlefield RD, SUITE",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,0-25,0,31,7000
16BRC-01269,Merck Research Laboratory,901 S California AV,94304,"3/25/2016""  ""12\:00\:00 AM",Manufacturing & Processing,Research and Development,101-500,0,292,109180
16BRC-00623,Meritech Capital,"245 Lytton AV, SUITE 125",94301,"3/7/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,11,6000
16BRC-00903,Meriwest Credit Union,"3801 Miranda AV, SUITE Bldg 101,",94304,"3/16/2016""  ""12\:00\:00 AM",Office,Financial Services,0-25,0,0,350
16BRC-01917,Merna Tajaddod Orthodontics,"4157 El Camino WY, SUITE A",94306,"5/9/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,0,1060
16BRC-00827,Merrilee Terrace Apartments,"443 Ventura AV, SUITE n/a",94306,"3/13/2016""  ""12\:00\:00 AM",Multi Family,Multiple-Family,0-25,0,51,80
16BRC-01613,Merrill Corporation,"1731 Embarcadero RD, SUITE 100",94303,"3/31/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,7,12000
16BRC-01775,"Merus Capital Management Company, LLC","505 Hamilton AV, SUITE 315",94301,"4/13/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",0-25,3,0,1500
16BRC-00131,MetaMind Inc.,"172 University AV, SUITE",94301,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,4,1,2300
16BRC-01508,"Methean Professional, LLC","345 Sheridan AV, SUITE Suite B5",94306,"3/30/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1000
16BRC-01749,MetricStream Inc.,"2600 E Bayshore RD, SUITE Full Bldg",94303,"4/7/2016""  ""12\:00\:00 AM",Office,Professional and General Business,101-500,0,44,23800
16BRC-01749,MetricStream Inc.,"2600 E Bayshore RD, SUITE Full Bldg",94303,"4/7/2016""  ""12\:00\:00 AM",Office,Professional and General Business,101-500,0,44,23800
16BRC-01749,MetricStream Inc.,"2600 E Bayshore RD, SUITE Full Bldg",94303,"4/7/2016""  ""12\:00\:00 AM",Office,Professional and General Business,101-500,0,44,23800
16BRC-00082,Mia Palo Alto,"535 Everett AV, SUITE",94301,"3/2/2016""  ""12\:00\:00 AM",Multi Family,Multiple-Family,0-25,0,87,47694
16BRC-02016,"Michael J. Loughran, Ph.D.","550 Hamilton AV, SUITE 333",94301,"6/9/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,15,875
16BRC-01485,"Michael K. Smith, Ph.D.","550 Hamilton AV, SUITE 310",94301,"3/30/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,1,374
16BRC-02035,Michael Taymor MD,"145 N California AV, SUITE 1",94301,"6/17/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,2,650
16BRC-00571,Michaela's Flower Shop,"453 Waverley ST, SUITE",94301,"3/5/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,4,0,500
16BRC-00773,"Michelle Haghpanah D.D.S, M.P.H., P.C.","853 Middlefield RD, SUITE 2",94301,"3/10/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,2,0,1490
16BRC-01386,Micro Mobio Corporation,"2275 E Bayshore RD, SUITE 150",94303,"3/29/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,5,2000
16BRC-01112,Microsoft Corporation,"180 El Camino Real, SUITE 186A",94304,"3/24/2016""  ""12\:00\:00 AM",Retail,General Retail,26-100,0,0,9072
16BRC-00580,Mid Peninsula Orthodontics,"965 High ST, SUITE 965 High S",94301,"3/7/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,10,10,2800
16BRC-01668,"Middle Peak Medical, Inc.",2464 Embarcadero WY,94303,"3/31/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,10,4302
16BRC-00794,Midpeninsula Community Media Center,"900 San Antonio RD, SUITE",94303,"3/10/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,0-25,0,25,9724
16BRC-01711,Midtown Hair Studio,2786 Middlefield RD,94306,"4/4/2016""  ""12\:00\:00 AM",Services,"Barber & Beauty Salons, Beauty Supplies, Dry Cleaners & Laundromats, Exercise & Fitness, Gym, Massage & Body Works, Nail Salons, Shoe Repairs, Tailors",0-25,0,0,730
16BRC-01216,"Midtown Realty, Inc.","2775 Middlefield RD, SUITE A",94306,"3/24/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,1,1233
16BRC-01915,Midtown Shoe Repair,2796 Middlefield RD,94306,"5/9/2016""  ""12\:00\:00 AM",Services,"Barber & Beauty Salons, Beauty Supplies, Dry Cleaners & Laundromats, Exercise & Fitness, Gym, Massage & Body Works, Nail Salons, Shoe Repairs, Tailors",0-25,0,0,1000
16BRC-01268,"Mighty Software, Inc.",127 Lytton AV,94301,"3/25/2016""  ""12\:00\:00 AM",Retail,"Computer, Software, Electronics, Game",0-25,0,0,2250
16BRC-01065,Mike's Bikes,3001 El Camino Real,94306,"3/22/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,4,4,9160
16BRC-01420,Mike's one hour cleaners,3886 El Camino Real,94306,"3/29/2016""  ""12\:00\:00 AM",Retail,"Antiques & Collectables, Cleaning, Crafts, Hobbies & Sports, Flower Shops, Home Furnishings, Home Goods, Home Improvements & Repairs, Landscape & Lawn Service, Pest Control, Pool Supplies & Service, Security System & Services",0-25,0,12,1800
16BRC-00411,Milliways Ventures,"101 University AV, SUITE 245",94301,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,3,3,2500
16BRC-02123,Mills Florist,235 University AV,94301,"9/8/2016""  ""12\:00\:00 AM",Retail,"Antiques & Collectables, Cleaning, Crafts, Hobbies & Sports, Flower Shops, Home Furnishings, Home Goods, Home Improvements & Repairs, Landscape & Lawn Service, Pest Control, Pool Supplies & Service, Security System & Services",0-25,5,0,500
16BRC-01233,"Mindflash Technologies, Inc.","2825 El Camino Real, SUITE 200",94306,"3/24/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,15,6200
16BRC-01750,Mirabelle,"2275 E Bayshore RD, SUITE #105",94303,"4/7/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,815
16BRC-00703,Mitchell Design,"795 Emerson ST, SUITE",94301,"3/8/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,700
16BRC-00215,MITSUBISHI CORPORATION (AMERICAS),"480 Cowper ST, SUITE 300",94301,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,4,0,3700
16BRC-01586,"Mixaroo, Inc. dba Boxfish",433 Hamilton AV,94301,"3/31/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1875
16BRC-01252,"MJ Myatt, LCSW","550 Hamilton AV, SUITE 309",94301,"3/25/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,5,200
16BRC-00915,Mlegal Consulting Inc.,"625 Emerson ST, SUITE Suite 200",94301,"3/16/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,3,0,568
16BRC-01366,Mobeam Inc.,"299 S California AV, SUITE 201",94306,"3/28/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,4,0,3571
16BRC-01118,Mobile Kangaroo,2115 El Camino Real,94306,"3/24/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,2,760
16BRC-01864,Modern Homes Realty,"125 University AV, SUITE 240",94301,"4/29/2016""  ""12\:00\:00 AM",Services,"Agencies & Brokerage, Agents & Brokers, Apartment & Home Rental, Mortgage Broker & Lender, Property Management, Title Company",0-25,0,0,800
16BRC-01868,"ModuleQ, Inc.",336 Portage AV,94306,"5/2/2016""  ""12\:00\:00 AM",Office,Computer Programming & Support,0-25,0,0,1000
16BRC-01550,Mojoe's Inc. dba Alway Cafe,1070 Arastradero RD,94304,"3/30/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,0,0,800
16BRC-00663,Mollie Stone's Market,"164 S California AV, SUITE",94306,"3/8/2016""  ""12\:00\:00 AM",Retail,General Retail,26-100,0,77,24000
16BRC-00779,"Moloco, Inc","165 University AV, SUITE 3",94301,"3/10/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,3,0,400
16BRC-01375,Moments In Time LLC,4159 Park BL,94306,"3/28/2016""  ""12\:00\:00 AM",Retail,"Antiques & Collectables, Cleaning, Crafts, Hobbies & Sports, Flower Shops, Home Furnishings, Home Goods, Home Improvements & Repairs, Landscape & Lawn Service, Pest Control, Pool Supplies & Service, Security System & Services",0-25,0,0,200
16BRC-00207,Mom's the Word,"855 El Camino Real, SUITE 98",94301,"3/2/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,876
16BRC-01143,"Monetate, Inc.","644 Emerson ST, SUITE 1",94301,"3/24/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1700
16BRC-01129,"Monetize Solutions, Inc.",235 Alma ST,94301,"3/24/2016""  ""12\:00\:00 AM",Office,Consultants,0-25,3,0,500
16BRC-00260,Moneypenny Wealth Management,"2600 El Camino Real, SUITE 316",94306,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,500
16BRC-00664,"MongoDB, Inc.","100 Forest AV, SUITE",94301,"3/8/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,30,0,1300
16BRC-00517,Monika Stone Skin,"1795 El Camino Real, SUITE 200",94306,"3/4/2016""  ""12\:00\:00 AM",Services,"Barber & Beauty Salons, Beauty Supplies, Dry Cleaners & Laundromats, Exercise & Fitness, Gym, Massage & Body Works, Nail Salons, Shoe Repairs, Tailors",0-25,0,16,2500
16BRC-00579,Montessori School of Los Altos,"303 Parkside DR, SUITE",94306,"3/6/2016""  ""12\:00\:00 AM",Education,Private Educational Facilities,0-25,0,6,3300
16BRC-00729,Montoya Books and Tax Services,"999 Commercial ST, SUITE 103",94303,"3/9/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,120
16BRC-01817,MOON & MANDELLA ACCOUNTANCY CORPORATION,"2600 El Camino Real, SUITE 301",94306,"4/25/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,4,1700
16BRC-01492,"Morado Ventures, LLC","455 Portage AV, SUITE B",94306,"3/30/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,4,6000
16BRC-00369,Morgan Lashley Distinctive Properties,"228 Hamilton AV, SUITE",94301,"3/3/2016""  ""12\:00\:00 AM",Services,"Agencies & Brokerage, Agents & Brokers, Apartment & Home Rental, Mortgage Broker & Lender, Property Management, Title Company",0-25,0,0,100
16BRC-01682,Morgan Stanley,1400 Page Mill RD,94304,"4/1/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",101-500,0,126,54108
16BRC-01682,Morgan Stanley,1400 Page Mill RD,94304,"4/1/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",101-500,0,126,54108
16BRC-01682,Morgan Stanley,1400 Page Mill RD,94304,"4/1/2016""  ""12\:00\:00 AM",Services,"Accountants, Attorneys, Financial Institutions, Financial Services, Insurance, Other Legal",101-500,0,126,54108
16BRC-01589,"Morgan, Lewis & Bockius LLP","1400 Page Mill RD, SUITE N/A",94304,"3/31/2016""  ""12\:00\:00 AM",Office,Professional and General Business,101-500,0,200,61000
16BRC-01432,Morrison & Foerster LLP,755 Page Mill RD,94304,"3/29/2016""  ""12\:00\:00 AM",Office,Professional and General Business,101-500,0,10,89207
16BRC-00575,"Morton And Associates, Incorporated, Certified Public Accountants","2479 E Bayshore RD, SUITE 285",94303,"3/6/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1800
16BRC-00167,MotiveMetrics Inc,"410 Sherman AV, SUITE",94306,"3/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,4,6489
16BRC-01517,Mountain Mike's Pizza,"3918 Middlefield RD, SUITE B",94303,"3/30/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,0,0,1600
16BRC-00734,"Movement Mortgage, LLC","505 Hamilton AV, SUITE 100",94301,"3/9/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,1,96
16BRC-01373,"Movial North America, Inc.","300 Hamilton AV, SUITE 4th Floor",94301,"3/28/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,2,2,200
16BRC-01782,"mProbe, Inc.",3520 W Bayshore RD,94303,"4/18/2016""  ""12\:00\:00 AM",Healthcare,Medical Research,0-25,12,12,3609
16BRC-00949,MS.GIS Inc.,"460 S California AV, SUITE 304",94306,"3/17/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,527
16BRC-01068,MT BOXES 2 LLC,"3163 Middlefield RD, SUITE B",94306,"3/22/2016""  ""12\:00\:00 AM",Eating & Drinking Establishments,Eating and Drinking Services,0-25,0,35,2900
16BRC-01283,MUJI U.S.A. LIMITED,"180 El Camino Real, SUITE 850",94304,"3/25/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,4,0,4554
16BRC-00394,Mulcahy Family Dentistry,"1795 El Camino Real, SUITE 100",94306,"3/3/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,0,11,2500
16BRC-01385,MULTIPHY INC.,"125 University AV, SUITE 200",94301,"3/29/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,164
16BRC-02021,"MultiSite LED, LLC","540 University AV, SUITE Suite 300",94301,"6/13/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,100
16BRC-01406,Museum of American Heritage,351 Homer AV,94301,"3/29/2016""  ""12\:00\:00 AM",Office,Administrative offices for nonprofits,0-25,0,5,30000
16BRC-01267,Mustard Seed Learning Center,2585 E Bayshore RD,94303,"3/25/2016""  ""12\:00\:00 AM",Education,"Adult & Continuing Education, Early Childhood Education, Educational Resources, Other Educational",0-25,0,20,16000
16BRC-00539,My Gym Palo Alto,"2655 Middlefield RD, SUITE",94306,"3/4/2016""  ""12\:00\:00 AM",Recreation,Commercial Recreation,0-25,0,6,2179
16BRC-00357,"Naehas, Inc.","3600 W Bayshore RD, SUITE Suite 205",94303,"3/3/2016""  ""12\:00\:00 AM",Office,Professional and General Business,26-100,0,30,3511
16BRC-00644,Nails By Michelle,"418 Waverley ST, SUITE",94301,"3/7/2016""  ""12\:00\:00 AM",Services,Personal Services,0-25,0,0,290
16BRC-00646,Nails By Nancy,"418 Waverley ST, SUITE",94301,"3/7/2016""  ""12\:00\:00 AM",Services,Personal Services,0-25,0,0,290
16BRC-01404,"Nancy E. Mason, MD","900 Welch RD, SUITE 105",94304,"3/29/2016""  ""12\:00\:00 AM",Healthcare,"Audiologist, Chiropractic, Clinics & Medical Centers, Dental, Diet & Nutrition, Laboratory, Massage, Optical, Pharmacy, Drug & Vitamin Stores, Physical Therapy, Physicians, Podiatry, Social Worker",0-25,4,5,1570
16BRC-01308,NANCY K WEEKS ASSOCIATES LLC,"844 E Charleston RD, SUITE A (but thi",94303,"3/26/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,3,850
16BRC-00563,"Nancy Lee Peters, LCSW","2875 Middlefield RD, SUITE 5",94306,"3/4/2016""  ""12\:00\:00 AM",Healthcare,Medical Office,0-25,0,0,200
16BRC-01998,Narvalous Inc.,"430 Sherman AV, SUITE 100",94306,"6/2/2016""  ""12\:00\:00 AM",Office,Professional and General Business,0-25,0,0,1200
16BRC-01880,Nature's Alley,"2675 Middlefield RD, SUITE C",94306,"5/3/2016""  ""12\:00\:00 AM",Retail,General Retail,0-25,0,0,915
